id,title,price,promo_price,url
3374169,Ершик для бутылочек Nuk 2в1 Желтый 10750643,645,399,https://www.detmir.ru/product/index/id/3374169/
3483522,Средство для мытья посуды Fairy Foam активная пена 350мл,599,,https://www.detmir.ru/product/index/id/3483522/
3483523,Средство для мытья посуды Fairy Foam активная пена 375мл,549,,https://www.detmir.ru/product/index/id/3483523/
3487571,Соль Postiron для посудомоечных машин,349,,https://www.detmir.ru/product/index/id/3487571/
3487585,Средство для мытья посуды Postiron 0.65л,279,,https://www.detmir.ru/product/index/id/3487585/
3487586,Средство для мытья посуды Postiron 2л,545,517,https://www.detmir.ru/product/index/id/3487586/
3487587,Средство для мытья посуды Postiron 0.65л,279,,https://www.detmir.ru/product/index/id/3487587/
3487590,Средство для мытья посуды Postiron 0.65л,279,,https://www.detmir.ru/product/index/id/3487590/
3543245,Таблетки TOPPERR для посудомоечных машин 10в1 20шт 3303,1009,807,https://www.detmir.ru/product/index/id/3543245/
3555372,Гель для мытья посуды Bonny детской с экстрактом алоэ,229,,https://www.detmir.ru/product/index/id/3555372/
3559286,Гель для мытья посуды Papa Care Premium,419,,https://www.detmir.ru/product/index/id/3559286/
3654753,Набор ершиков Bebe Confort 2 в 1 для мытья сосок и бутылочек 3102207100 Bebe Confort,535,,https://www.detmir.ru/product/index/id/3654753/
3665682,Гель для мытья посуды Palmia Automatica Proff для посудомоечных машин 10 л,3793,2237,https://www.detmir.ru/product/index/id/3665682/
3665686,Cредство для мытья посуды Palmia Mojito с ароматом мохито 5 л,1613,983,https://www.detmir.ru/product/index/id/3665686/
3665689,Гель для мытья посуды Palmia Vanilla Ice-Cream с ароматом ванильного мороженого 5 л,1613,983,https://www.detmir.ru/product/index/id/3665689/
3763279,Коврик для сушки посуды Brabantia Sink Side силиконовый,6879,6191,https://www.detmir.ru/product/index/id/3763279/
3763285,Щетка для мытья посуды Brabantia Sink Side с держателем на присоске Brabantia,2919,,https://www.detmir.ru/product/index/id/3763285/
3763287,Щетка для мытья посуды Brabantia Sink Side с держателем на присоске Brabantia,2919,,https://www.detmir.ru/product/index/id/3763287/
3766239,Гель для мытья посуды Jundo Juicy Lemon и детских принадлежностей 800мл,400,283,https://www.detmir.ru/product/index/id/3766239/
3792984,Губка Paul Masquin с абразивным слоем 2шт Paul Masquin,259,,https://www.detmir.ru/product/index/id/3792984/
3793549,Ершик Paul Masquin для бутылок Paul Masquin,459,,https://www.detmir.ru/product/index/id/3793549/
3793555,Щетка Paul Masquin для посуды,336,,https://www.detmir.ru/product/index/id/3793555/
3885599,Соль для всех видов посудомоечных машин Rossinka специальная 1000г,139,,https://www.detmir.ru/product/index/id/3885599/
3885601,Гель для всех видов посудомоечных машин Rossinka lemon 1000мл,649,,https://www.detmir.ru/product/index/id/3885601/
3885628,Гель для посуды Rossinka лимон с колпачком push-pull 500мл,199,,https://www.detmir.ru/product/index/id/3885628/
3885629,Гель для посуды Rossinka алоэ-чайное дерево 500мл,199,,https://www.detmir.ru/product/index/id/3885629/
3885631,Гель для посуды Rossinka грейпфрут-цветы апельсина 500мл,199,,https://www.detmir.ru/product/index/id/3885631/
3885632,Гель для посуды Rossinka ромашка 500мл,199,,https://www.detmir.ru/product/index/id/3885632/
391011,"Экологичное средство для мытья посуды, овощей и фруктов BioMio (с эфирным маслом вербены и экстрактом хлопка) 450 мл",219,149,https://www.detmir.ru/product/index/id/391011/
4056058,Средство для мытья посуды Солнце и луна ECO без запаха 0+ флакон/флиптоп 500мл,302,259,https://www.detmir.ru/product/index/id/4056058/
4289700,Гель для мытья посуды ECOZAVR фруктов и овощей с антибактериальным эффектом Зеленое яблоко 500мл,220,187,https://www.detmir.ru/product/index/id/4289700/
4333850,Гель для мытья посуды MeloMama биоразлагаемый Луговой романс 500мл,320,235,https://www.detmir.ru/product/index/id/4333850/
4389756,Средство для мытья посуды LV Dishwashing liquid 500 мл,484,,https://www.detmir.ru/product/index/id/4389756/
4455718,Ополаскиватель Effect Вита 204 для посудомоечных машинах для жесткой воды 5л,2819,,https://www.detmir.ru/product/index/id/4455718/
4484878,Гель для посуды Zelenka с экстрактом алоэ 0.5л,195,,https://www.detmir.ru/product/index/id/4484878/
4577310,Средство для мытья фруктов Garden Eco 500мл 46 50056 49243 2,229,,https://www.detmir.ru/product/index/id/4577310/
4595060,Гель-бальзам для мытья посуды Synergetic Розмарин-Листья смородины 3.5л,1299,,https://www.detmir.ru/product/index/id/4595060/
